,train_size,loss,test_spearman,test_pearson,test_mse
661,50,bradley_terry,0.760,0.352,1.030
662,50,mse,0.712,0.399,0.841
663,50,bradley_terry,0.831,0.407,0.981
664,50,mse,0.625,0.311,0.993
665,50,bradley_terry,0.762,0.342,0.961
666,50,mse,0.518,0.379,0.970
667,50,bradley_terry,0.706,0.319,1.024
668,50,mse,0.624,0.303,0.911
669,50,bradley_terry,0.840,0.360,7.672
670,50,mse,0.541,0.320,0.945
671,50,bradley_terry,0.760,0.367,0.955
672,50,mse,0.579,0.358,0.969
673,50,bradley_terry,0.742,0.328,1.003
674,50,mse,0.795,0.306,0.922
675,50,bradley_terry,0.763,0.309,0.926
676,50,mse,0.511,0.227,1.010
677,50,bradley_terry,0.747,0.331,0.991
678,50,mse,0.669,0.328,0.956
679,50,bradley_terry,0.788,0.361,0.944
680,50,mse,0.418,0.304,1.063
681,50,bradley_terry,0.785,0.364,0.967
682,50,mse,0.800,0.359,0.916
683,50,bradley_terry,0.679,0.234,0.956
684,50,mse,0.577,0.366,0.989
685,50,bradley_terry,0.713,0.393,0.935
686,50,mse,0.447,0.321,1.029
687,50,bradley_terry,0.712,0.322,1.012
688,50,mse,0.485,0.340,0.962
689,50,bradley_terry,0.655,0.265,1.051
690,50,mse,0.484,0.215,1.052
691,50,bradley_terry,0.844,0.345,1.560
692,50,mse,0.647,0.667,0.586
693,50,bradley_terry,0.718,0.379,0.867
694,50,mse,0.725,0.409,0.892
695,50,bradley_terry,0.775,0.358,1.906
696,50,mse,0.613,0.231,0.995
697,50,bradley_terry,0.781,0.341,0.914
698,50,mse,0.543,0.250,1.001
699,50,bradley_terry,0.527,0.188,1.000
700,50,mse,0.303,0.229,0.952
701,50,bradley_terry,0.760,0.313,1.098
702,50,mse,0.626,0.347,1.023
703,50,bradley_terry,0.807,0.371,1.764
704,50,mse,0.540,0.342,1.004
705,50,bradley_terry,0.848,0.361,3.863
706,50,mse,0.758,0.324,0.925
707,50,bradley_terry,0.757,0.302,0.926
708,50,mse,0.560,0.522,1.514
709,50,bradley_terry,0.723,0.314,0.982
710,50,mse,0.608,0.386,0.895
711,50,bradley_terry,0.756,0.387,1.440
712,50,mse,0.642,0.263,0.971
713,50,bradley_terry,0.666,0.294,0.993
714,50,mse,0.631,0.314,0.955
715,50,bradley_terry,0.764,0.345,3.345
716,50,mse,0.462,0.149,1.054
717,50,bradley_terry,0.746,0.294,0.982
718,50,mse,0.549,0.339,0.982
719,50,bradley_terry,0.748,0.382,1.042
720,50,mse,0.715,0.403,0.948
721,50,bradley_terry,0.712,0.329,0.923
722,50,mse,0.614,0.313,0.905
723,50,bradley_terry,0.766,0.343,0.935
724,50,mse,0.686,0.425,0.836
725,50,bradley_terry,0.650,0.322,0.990
726,50,mse,0.586,0.320,0.971
727,50,bradley_terry,0.707,0.355,0.995
728,50,mse,0.504,0.361,1.233
729,50,bradley_terry,0.714,0.275,0.926
730,50,mse,0.527,0.348,0.989
731,50,bradley_terry,0.628,0.320,0.923
732,50,mse,0.387,0.348,0.992
733,50,bradley_terry,0.660,0.273,0.996
734,50,mse,0.505,0.311,0.966
735,50,bradley_terry,0.768,0.315,0.979
736,50,mse,0.643,0.411,0.869
737,50,bradley_terry,0.792,0.373,0.975
738,50,mse,0.783,0.357,0.988
739,50,bradley_terry,0.626,0.221,0.987
740,50,mse,0.752,0.395,0.861
741,50,bradley_terry,0.622,0.245,0.993
742,50,mse,0.793,0.420,0.860
743,50,bradley_terry,0.751,0.319,0.936
744,50,mse,0.562,0.317,0.992
745,50,bradley_terry,0.606,0.302,0.969
746,50,mse,0.461,0.147,0.986
747,50,bradley_terry,0.692,0.277,1.043
748,50,mse,0.698,0.326,0.992
749,50,bradley_terry,0.630,0.235,0.966
750,50,mse,0.526,0.342,0.968
751,50,bradley_terry,0.780,0.352,0.979
752,50,mse,0.684,0.393,0.986
753,50,bradley_terry,0.839,0.364,1.037
754,50,mse,0.628,0.383,1.225
755,50,bradley_terry,0.561,0.355,0.948
756,50,mse,0.524,0.393,0.990
757,50,bradley_terry,0.636,0.258,0.965
758,50,mse,0.655,0.228,0.971
759,50,bradley_terry,0.698,0.318,0.970
760,50,mse,0.525,0.267,0.991
761,50,bradley_terry,0.787,0.337,0.912
762,50,mse,0.408,0.405,0.845
763,50,bradley_terry,0.682,0.364,0.940
764,50,mse,0.581,0.365,0.950
765,50,bradley_terry,0.611,0.365,0.934
766,50,mse,0.665,0.343,0.978
767,50,bradley_terry,0.803,0.384,0.968
768,50,mse,0.509,0.342,1.078
769,50,bradley_terry,0.781,0.371,0.977
770,50,mse,0.643,0.337,0.971
771,50,bradley_terry,0.693,0.395,1.516
772,50,mse,0.722,0.618,0.641
773,50,bradley_terry,0.730,0.331,0.898
774,50,mse,0.674,0.349,0.941
775,50,bradley_terry,0.780,0.306,0.939
776,50,mse,0.655,0.191,0.994
777,50,bradley_terry,0.734,0.246,1.916
778,50,mse,0.546,0.319,0.992
779,50,bradley_terry,0.592,0.236,1.020
780,50,mse,0.412,0.192,1.043
781,50,bradley_terry,0.644,0.240,0.965
782,50,mse,0.509,0.374,0.874
783,50,bradley_terry,0.646,0.296,0.940
784,50,mse,0.526,0.300,0.997
785,50,bradley_terry,0.783,0.326,2.507
786,50,mse,0.422,0.315,1.005
787,50,bradley_terry,0.747,0.310,1.510
788,50,mse,0.467,0.362,0.896
789,50,bradley_terry,0.792,0.413,0.928
790,50,mse,0.646,0.402,0.938
791,50,bradley_terry,0.774,0.376,0.961
792,50,mse,0.648,0.400,0.881
793,50,bradley_terry,0.769,0.396,0.882
794,50,mse,0.657,0.261,0.950
795,50,bradley_terry,0.770,0.319,0.957
796,50,mse,0.639,0.317,0.988
797,50,bradley_terry,0.809,0.346,0.930
798,50,mse,0.284,0.195,1.022
799,50,bradley_terry,0.701,0.265,0.993
800,75,mse,0.526,0.327,0.973
801,75,bradley_terry,0.800,0.317,0.932
802,75,mse,0.542,0.381,0.989
803,75,bradley_terry,0.690,0.337,0.999
804,75,mse,0.552,0.293,0.995
805,75,bradley_terry,0.822,0.361,1.740
806,75,mse,0.682,0.364,1.064
807,75,bradley_terry,0.727,0.335,0.926
808,75,mse,0.625,0.311,1.014
809,75,bradley_terry,0.791,0.331,0.960
810,75,mse,0.586,0.331,0.895
811,75,bradley_terry,0.743,0.281,1.028
812,75,mse,0.526,0.368,0.951
813,75,bradley_terry,0.710,0.383,0.956
814,75,mse,0.757,0.376,0.997
815,75,bradley_terry,0.903,0.384,13.676
816,75,mse,0.616,0.370,1.012
817,75,bradley_terry,0.731,0.313,0.956
818,75,mse,0.648,0.384,0.987
819,75,bradley_terry,0.775,0.334,0.971
820,75,mse,0.756,0.398,0.990
821,75,bradley_terry,0.737,0.322,1.049
822,75,mse,0.333,0.249,0.995
823,75,bradley_terry,0.742,0.345,0.942
824,75,mse,0.641,0.305,0.989
825,75,bradley_terry,0.755,0.394,0.979
826,75,mse,0.722,0.438,0.812
827,75,bradley_terry,0.752,0.345,0.971
828,75,mse,0.566,0.319,0.940
829,75,bradley_terry,0.678,0.224,0.952
830,75,mse,0.724,0.364,0.985
831,75,bradley_terry,0.699,0.265,0.977
832,75,mse,0.637,0.371,0.975
833,75,bradley_terry,0.793,0.322,0.947
834,75,mse,0.670,0.358,0.886
835,75,bradley_terry,0.707,0.361,1.029
836,75,mse,0.496,0.340,0.941
837,75,bradley_terry,0.694,0.319,0.970
838,75,mse,0.396,0.288,1.029
839,75,bradley_terry,0.787,0.314,1.003
840,75,mse,0.379,0.285,1.023
841,75,bradley_terry,0.792,0.386,0.862
842,75,mse,0.689,0.350,1.042
843,75,bradley_terry,0.767,0.318,0.964
844,75,mse,0.648,0.412,0.836
845,75,bradley_terry,0.860,0.377,1.209
846,75,mse,0.418,0.230,0.990
847,75,bradley_terry,0.773,0.373,0.879
848,75,mse,0.722,0.364,0.876
849,75,bradley_terry,0.811,0.355,0.990
850,75,mse,0.445,0.200,0.989
851,75,bradley_terry,0.664,0.212,0.973
852,75,mse,0.701,0.371,0.921
853,75,bradley_terry,0.772,0.353,2.486
854,75,mse,0.739,0.288,0.998
855,75,bradley_terry,0.777,0.348,0.957
856,75,mse,0.423,0.302,0.991
857,75,bradley_terry,0.782,0.339,1.258
858,75,mse,0.663,0.347,0.984
859,75,bradley_terry,0.709,0.324,0.935
860,75,mse,0.680,0.558,1.052
861,75,bradley_terry,0.784,0.311,1.017
862,75,mse,0.592,0.416,0.842
863,75,bradley_terry,0.892,0.389,10.414
864,75,mse,0.677,0.397,0.945
865,75,bradley_terry,0.702,0.368,1.043
866,75,mse,0.709,0.540,0.712
867,75,bradley_terry,0.701,0.382,0.872
868,75,mse,0.570,0.247,1.002
869,75,bradley_terry,0.767,0.330,1.376
870,75,mse,0.703,0.326,0.988
871,75,bradley_terry,0.769,0.325,0.943
872,75,mse,0.669,0.388,0.880
873,75,bradley_terry,0.819,0.389,0.958
874,75,mse,0.802,0.564,1.000
875,75,bradley_terry,0.702,0.383,1.002
876,75,mse,0.517,0.269,0.978
877,75,bradley_terry,0.709,0.378,0.901
878,75,mse,0.652,0.457,0.805
879,75,bradley_terry,0.776,0.384,0.896
880,75,mse,0.784,0.496,0.787
881,75,bradley_terry,0.685,0.294,0.973
882,75,mse,0.712,0.355,0.960
883,75,bradley_terry,0.587,0.215,1.005
884,75,mse,0.793,0.416,0.850
885,75,bradley_terry,0.720,0.244,0.990
886,75,mse,0.766,0.651,0.865
887,75,bradley_terry,0.701,0.274,1.027
888,75,mse,0.540,0.451,1.118
889,75,bradley_terry,0.751,0.401,0.867
890,75,mse,0.587,0.354,0.944
891,75,bradley_terry,0.739,0.309,0.986
892,75,mse,0.606,0.373,0.924
893,75,bradley_terry,0.821,0.343,0.954
894,75,mse,0.532,0.494,0.768
895,75,bradley_terry,0.729,0.391,0.926
896,75,mse,0.525,0.350,0.976
897,75,bradley_terry,0.658,0.310,0.983
898,75,mse,0.713,0.554,0.805
899,75,bradley_terry,0.672,0.338,0.974
900,75,mse,0.655,0.394,0.962
901,75,bradley_terry,0.771,0.366,0.987
902,75,mse,0.651,0.388,0.949
903,75,bradley_terry,0.712,0.322,2.051
904,75,mse,0.703,0.332,0.996
905,75,bradley_terry,0.771,0.341,0.946
906,75,mse,0.548,0.259,1.016
907,75,bradley_terry,0.685,0.293,0.980
908,75,mse,0.591,0.316,0.991
909,75,bradley_terry,0.763,0.341,0.913
910,75,mse,0.616,0.379,0.994
911,75,bradley_terry,0.731,0.289,0.973
912,75,mse,0.789,0.341,1.016
913,75,bradley_terry,0.854,0.369,0.972
914,75,mse,0.508,0.342,0.999
915,75,bradley_terry,0.806,0.352,0.995
916,75,mse,0.374,0.274,0.982
917,75,bradley_terry,0.773,0.386,0.940
918,75,mse,0.666,0.379,1.077
919,75,bradley_terry,0.651,0.290,1.024
920,75,mse,0.498,0.262,1.015
921,75,bradley_terry,0.722,0.294,1.761
922,75,mse,0.697,0.377,0.996
923,75,bradley_terry,0.681,0.364,0.991
924,75,mse,0.588,0.390,0.968
925,75,bradley_terry,0.743,0.346,0.953
926,75,mse,0.581,0.387,1.010
927,75,bradley_terry,0.744,0.364,0.991
928,75,mse,0.051,0.105,1.075
929,75,bradley_terry,0.728,0.306,0.969
930,75,mse,0.596,0.386,0.862
931,75,bradley_terry,0.651,0.262,1.001
932,75,mse,0.671,0.408,0.984
933,75,bradley_terry,0.757,0.348,1.060
934,75,mse,0.617,0.323,0.992
935,75,bradley_terry,0.648,0.289,0.977
936,75,mse,0.743,0.377,1.010
937,75,bradley_terry,0.863,0.372,6.861
938,75,mse,0.606,0.369,1.051
939,75,bradley_terry,0.781,0.398,2.538
940,75,mse,0.476,0.336,0.994
941,75,bradley_terry,0.620,0.297,0.961
942,75,mse,0.589,0.348,0.994
943,75,bradley_terry,0.701,0.284,1.045
944,75,mse,0.614,0.339,0.994
945,75,bradley_terry,0.725,0.272,0.951
946,75,mse,0.837,0.457,0.792
947,75,bradley_terry,0.679,0.265,0.960
948,75,mse,0.735,0.401,0.934
949,75,bradley_terry,0.732,0.367,0.929
950,75,mse,0.607,0.307,0.997
951,75,bradley_terry,0.825,0.400,0.993
952,75,mse,0.714,0.396,0.921
953,75,bradley_terry,0.745,0.322,0.928
954,75,mse,0.376,0.330,1.000
955,75,bradley_terry,0.776,0.401,0.862
956,75,mse,0.649,0.389,0.972
957,75,bradley_terry,0.751,0.372,0.949
958,75,mse,0.622,0.390,0.964
959,75,bradley_terry,0.796,0.348,0.919
960,75,mse,0.471,0.341,0.974
961,75,bradley_terry,0.623,0.294,0.943
962,75,mse,0.331,0.288,0.953
963,75,bradley_terry,0.729,0.388,0.911
964,75,mse,0.434,0.250,1.012
965,75,bradley_terry,0.659,0.295,0.971
966,75,mse,0.742,0.337,0.943
967,75,bradley_terry,0.637,0.342,0.972
968,75,mse,0.596,0.241,0.947
969,75,bradley_terry,0.686,0.254,0.992
970,75,mse,0.475,0.247,0.997
971,75,bradley_terry,0.725,0.390,0.957
972,75,mse,0.490,0.300,1.123
973,75,bradley_terry,0.797,0.316,0.923
974,75,mse,0.579,0.375,0.972
975,75,bradley_terry,0.660,0.370,0.963
976,75,mse,0.728,0.462,0.805
977,75,bradley_terry,0.727,0.377,0.974
978,75,mse,0.642,0.378,0.963
979,75,bradley_terry,0.712,0.278,0.987
980,75,mse,0.715,0.410,0.918
981,75,bradley_terry,0.789,0.363,1.025
982,75,mse,0.424,0.237,1.007
983,75,bradley_terry,0.721,0.339,0.902
984,75,mse,0.537,0.349,0.983
985,75,bradley_terry,0.777,0.421,1.063
986,75,mse,0.467,0.341,0.995
987,75,bradley_terry,0.785,0.377,0.887
988,75,mse,0.763,0.484,0.812
989,75,bradley_terry,0.713,0.371,0.963
990,75,mse,0.562,0.285,1.009
991,75,bradley_terry,0.767,0.320,0.983
992,75,mse,0.533,0.617,0.698
993,75,bradley_terry,0.761,0.394,0.905
994,75,mse,0.729,0.395,0.981
995,75,bradley_terry,0.768,0.358,0.872
996,75,mse,0.383,0.266,1.021
997,75,bradley_terry,0.801,0.384,2.061
998,75,mse,0.380,0.331,0.996
999,75,bradley_terry,0.763,0.388,0.955
1000,75,mse,0.580,0.341,1.045
1001,75,bradley_terry,0.610,0.291,0.984
1002,75,mse,0.518,0.350,0.968
1003,75,bradley_terry,0.869,0.392,7.783
1004,75,mse,0.518,0.282,1.000
1005,75,bradley_terry,0.784,0.314,0.982
1006,75,mse,0.018,-0.048,1.042
1007,75,bradley_terry,0.718,0.299,0.958
1008,75,mse,0.546,0.282,1.025
1009,75,bradley_terry,0.817,0.359,1.002
1010,75,mse,0.656,0.320,1.014
1011,75,bradley_terry,0.864,0.317,8.636
1012,75,mse,0.636,0.495,0.779
1013,75,bradley_terry,0.764,0.370,0.927
1014,75,mse,0.652,0.355,0.991
1015,75,bradley_terry,0.735,0.304,1.003
1016,75,mse,0.544,0.338,0.990
1017,75,bradley_terry,0.770,0.365,0.943
1018,75,mse,0.645,0.368,1.009
1019,75,bradley_terry,0.778,0.346,0.911
1020,75,mse,0.469,0.330,0.987
1021,75,bradley_terry,0.681,0.297,0.984
1022,75,mse,0.410,0.342,0.925
1023,75,bradley_terry,0.754,0.370,0.976
1024,75,mse,0.705,0.645,0.840
1025,75,bradley_terry,0.719,0.320,0.983
1026,75,mse,0.569,0.228,1.011
1027,75,bradley_terry,0.706,0.241,1.001
1028,75,mse,0.602,0.320,1.006
1029,75,bradley_terry,0.793,0.339,1.895
1030,75,mse,0.821,0.392,0.851
1031,75,bradley_terry,0.716,0.377,0.994
1032,75,mse,0.719,0.411,0.848
1033,75,bradley_terry,0.755,0.348,0.992
1034,75,mse,0.671,0.395,0.879
1035,75,bradley_terry,0.789,0.322,1.101
1036,75,mse,0.630,0.463,0.802
1037,75,bradley_terry,0.766,0.373,0.993
1038,75,mse,0.466,0.234,0.993
1039,75,bradley_terry,0.658,0.250,1.058
1040,75,mse,0.532,0.310,0.908
1041,75,bradley_terry,0.803,0.386,0.958
1042,75,mse,0.699,0.347,0.900
1043,75,bradley_terry,0.811,0.366,0.969
1044,75,mse,0.635,0.461,0.802
1045,75,bradley_terry,0.714,0.340,0.891
1046,75,mse,0.686,0.442,0.916
1047,75,bradley_terry,0.642,0.335,0.896
1048,75,mse,0.496,0.349,0.913
1049,75,bradley_terry,0.868,0.333,5.985
1050,75,mse,0.701,0.288,0.987
1051,75,bradley_terry,0.702,0.227,0.989
1052,75,mse,0.518,0.420,0.892
1053,75,bradley_terry,0.484,0.163,0.983
1054,75,mse,0.677,0.292,0.923
1055,75,bradley_terry,0.780,0.384,0.957
1056,75,mse,0.651,0.309,0.911
1057,75,bradley_terry,0.746,0.331,0.977
1058,75,mse,0.711,0.411,0.948
1059,75,bradley_terry,0.677,0.288,0.941
1060,75,mse,0.647,0.281,1.001
1061,75,bradley_terry,0.729,0.306,0.959
1062,75,mse,0.731,0.294,1.008
1063,75,bradley_terry,0.792,0.352,1.017
1064,75,mse,0.434,0.415,0.887
1065,75,bradley_terry,0.757,0.429,0.936
1066,75,mse,0.598,0.346,0.977
1067,75,bradley_terry,0.658,0.334,0.956
1068,75,mse,0.580,0.359,1.244
1069,75,bradley_terry,0.846,0.383,2.710
1070,75,mse,0.646,0.383,0.979
1071,75,bradley_terry,0.714,0.262,0.933
1072,75,mse,0.674,0.255,1.010
1073,75,bradley_terry,0.613,0.274,0.973
1074,75,mse,0.609,0.383,0.859
1075,75,bradley_terry,0.795,0.379,1.045
1076,75,mse,0.659,0.527,1.459
1077,75,bradley_terry,0.748,0.401,0.980
1078,75,mse,0.557,0.191,1.006
1079,75,bradley_terry,0.716,0.299,0.922
1080,75,mse,0.545,0.365,1.002
1081,75,bradley_terry,0.813,0.367,0.970
1082,75,mse,0.527,0.376,0.944
1083,75,bradley_terry,0.785,0.363,0.916
1084,75,mse,0.435,0.309,1.000
1085,75,bradley_terry,0.747,0.297,0.929
1086,75,mse,0.702,0.422,1.051
1087,75,bradley_terry,0.700,0.324,0.962
1088,75,mse,0.563,0.360,0.932
1089,75,bradley_terry,0.778,0.368,0.898
1090,75,mse,0.704,0.380,0.981
1091,75,bradley_terry,0.744,0.378,1.012
1092,75,mse,0.668,0.299,1.019
1093,75,bradley_terry,0.756,0.266,1.035
1094,75,mse,0.366,0.314,0.902
1095,75,bradley_terry,0.707,0.359,0.966
1096,75,mse,0.524,0.260,0.945
1097,75,bradley_terry,0.804,0.358,1.173
1098,75,mse,0.573,0.404,1.050
1099,75,bradley_terry,0.812,0.393,2.392
1100,75,mse,0.674,0.378,0.906
1101,75,bradley_terry,0.674,0.368,0.980
1102,75,mse,0.691,0.405,0.997
1103,75,bradley_terry,0.678,0.358,0.968
1104,75,mse,0.318,0.318,1.015
1105,75,bradley_terry,0.830,0.393,0.948
1106,75,mse,0.344,0.211,0.998
1107,75,bradley_terry,0.620,0.357,0.964
1108,75,mse,0.630,0.369,0.951
1109,75,bradley_terry,0.801,0.387,0.939
1110,75,mse,0.652,0.502,0.778
1111,75,bradley_terry,0.843,0.353,1.839
1112,75,mse,0.435,0.282,1.063
1113,75,bradley_terry,0.738,0.354,0.981
1114,75,mse,0.635,0.314,0.976
1115,75,bradley_terry,0.675,0.292,0.986
1116,75,mse,0.734,0.378,0.978
1117,75,bradley_terry,0.722,0.311,0.985
1118,75,mse,0.491,0.326,0.973
1119,75,bradley_terry,0.822,0.349,2.416
1120,75,mse,0.619,0.574,0.673
1121,75,bradley_terry,0.759,0.413,0.992
1122,75,mse,0.638,0.335,0.987
1123,75,bradley_terry,0.735,0.365,1.138
1124,75,mse,0.637,0.384,0.873
1125,75,bradley_terry,0.734,0.325,0.923
1126,75,mse,0.674,0.402,0.971
1127,75,bradley_terry,0.778,0.363,1.004
1128,75,mse,0.720,0.334,0.915
1129,75,bradley_terry,0.712,0.243,0.989
1130,75,mse,0.440,0.310,0.998
1131,75,bradley_terry,0.675,0.298,1.038
1132,75,mse,0.778,0.313,1.001
1133,75,bradley_terry,0.819,0.366,0.927
1134,75,mse,0.662,0.317,0.917
1135,75,bradley_terry,0.790,0.333,0.974
1136,75,mse,0.518,0.257,1.063
1137,75,bradley_terry,0.790,0.339,0.903
1138,75,mse,0.651,0.378,0.968
1139,75,bradley_terry,0.702,0.334,0.960
1140,75,mse,0.697,0.344,0.996
1141,75,bradley_terry,0.836,0.351,4.299
1142,75,mse,0.654,0.393,0.882
1143,75,bradley_terry,0.771,0.358,0.980
1144,75,mse,0.625,0.557,0.706
1145,75,bradley_terry,0.876,0.381,4.811
1146,75,mse,0.326,0.026,1.058
1147,75,bradley_terry,0.522,0.176,0.994
1148,75,mse,0.507,0.345,0.980
1149,75,bradley_terry,0.743,0.355,0.969
1150,75,mse,0.778,0.318,0.994
1151,75,bradley_terry,0.780,0.356,0.874
1152,75,mse,0.594,0.512,0.939
1153,75,bradley_terry,0.801,0.394,0.970
1154,75,mse,0.498,0.292,0.969
1155,75,bradley_terry,0.701,0.234,0.989
1156,75,mse,0.670,0.398,0.852
1157,75,bradley_terry,0.799,0.300,0.973
1158,75,mse,0.693,0.469,0.784
1159,75,bradley_terry,0.702,0.250,1.003
1160,75,mse,0.552,0.459,0.913
1161,75,bradley_terry,0.798,0.339,0.948
1162,75,mse,0.596,0.192,0.996
1163,75,bradley_terry,0.691,0.377,0.984
1164,75,mse,0.542,0.359,0.925
1165,75,bradley_terry,0.660,0.344,0.992
1166,75,mse,0.657,0.502,1.096
1167,75,bradley_terry,0.707,0.303,1.110
1168,75,mse,0.706,0.421,0.847
1169,75,bradley_terry,0.681,0.328,1.142
1170,75,mse,0.594,0.350,0.977
1171,75,bradley_terry,0.737,0.315,1.196
1172,75,mse,0.618,0.343,0.999
1173,75,bradley_terry,0.792,0.374,0.967
1174,75,mse,0.517,0.302,0.963
1175,75,bradley_terry,0.760,0.344,0.989
1176,75,mse,0.584,0.393,1.027
1177,75,bradley_terry,0.729,0.357,0.950
1178,75,mse,0.689,0.333,0.995
1179,75,bradley_terry,0.740,0.361,0.957
1180,75,mse,0.790,0.422,0.911
1181,75,bradley_terry,0.822,0.366,1.138
1182,75,mse,0.431,0.164,1.000
1183,75,bradley_terry,0.807,0.330,1.110
1184,75,mse,0.632,0.385,0.947
1185,75,bradley_terry,0.686,0.378,0.981
1186,75,mse,0.707,0.577,0.730
1187,75,bradley_terry,0.737,0.348,0.989
1188,75,mse,0.609,0.372,0.969
1189,75,bradley_terry,0.691,0.372,0.988
1190,75,mse,0.716,0.355,1.016
1191,75,bradley_terry,0.751,0.330,0.981
1192,75,mse,0.457,0.362,0.978
1193,75,bradley_terry,0.697,0.297,0.959
1194,75,mse,0.457,0.314,1.002
1195,75,bradley_terry,0.725,0.357,0.977
1196,75,mse,0.695,0.301,1.005
1197,75,bradley_terry,0.674,0.279,0.993
1198,75,mse,0.688,0.373,0.980
1199,75,bradley_terry,0.750,0.365,0.976
1200,100,mse,0.631,0.420,0.917
1201,100,bradley_terry,0.820,0.368,1.172
1202,100,mse,0.592,0.416,0.987
1203,100,bradley_terry,0.796,0.360,0.986
1204,100,mse,0.672,0.412,1.141
1205,100,bradley_terry,0.840,0.364,0.948
1206,100,mse,0.627,0.445,1.259
1207,100,bradley_terry,0.806,0.403,0.845
1208,100,mse,0.656,0.425,0.859
1209,100,bradley_terry,0.796,0.379,0.864
1210,100,mse,0.650,0.226,0.979
1211,100,bradley_terry,0.844,0.374,2.859
1212,100,mse,0.521,0.356,0.966
1213,100,bradley_terry,0.867,0.322,8.309
1214,100,mse,0.747,0.387,0.914
1215,100,bradley_terry,0.789,0.330,0.967
1216,100,mse,0.613,0.346,0.977
1217,100,bradley_terry,0.864,0.391,3.627
1218,100,mse,0.569,0.363,0.908
1219,100,bradley_terry,0.845,0.386,1.851
1220,100,mse,0.507,0.365,1.011
1221,100,bradley_terry,0.756,0.417,0.902
1222,100,mse,0.707,0.501,0.778
1223,100,bradley_terry,0.792,0.358,0.885
1224,100,mse,0.650,0.417,1.034
1225,100,bradley_terry,0.860,0.384,3.562
1226,100,mse,0.631,0.395,0.978
1227,100,bradley_terry,0.763,0.322,0.942
1228,100,mse,0.666,0.420,0.992
1229,100,bradley_terry,0.806,0.373,1.012
1230,100,mse,0.634,0.398,0.845
1231,100,bradley_terry,0.823,0.382,1.002
1232,100,mse,0.351,0.331,0.924
1233,100,bradley_terry,0.865,0.374,4.341
1234,100,mse,0.780,0.365,0.928
1235,100,bradley_terry,0.860,0.356,1.962
1236,100,mse,0.680,0.425,0.839
1237,100,bradley_terry,0.833,0.368,1.452
1238,100,mse,0.817,0.659,0.681
1239,100,bradley_terry,0.798,0.385,0.880
1240,100,mse,0.573,0.391,0.923
1241,100,bradley_terry,0.791,0.413,0.924
1242,100,mse,0.588,0.369,0.995
1243,100,bradley_terry,0.847,0.376,6.901
1244,100,mse,0.568,0.442,0.864
1245,100,bradley_terry,0.828,0.339,3.673
1246,100,mse,0.612,0.401,0.966
1247,100,bradley_terry,0.854,0.333,5.828
1248,100,mse,0.738,0.601,0.642
1249,100,bradley_terry,0.833,0.391,1.197
1250,100,mse,0.710,0.384,0.993
1251,100,bradley_terry,0.818,0.342,0.998
1252,100,mse,0.707,0.426,0.905
1253,100,bradley_terry,0.841,0.371,3.522
1254,100,mse,0.656,0.518,0.861
1255,100,bradley_terry,0.808,0.371,0.898
1256,100,mse,0.668,0.642,0.704
1257,100,bradley_terry,0.839,0.403,1.115
1258,100,mse,0.741,0.412,0.973
1259,100,bradley_terry,0.802,0.381,1.011
1260,100,mse,0.335,0.323,1.055
1261,100,bradley_terry,0.865,0.334,7.533
1262,100,mse,0.709,0.389,0.943
1263,100,bradley_terry,0.659,0.270,0.973
1264,100,mse,0.483,0.325,0.967
1265,100,bradley_terry,0.826,0.407,0.842
1266,100,mse,0.763,0.428,0.860
1267,100,bradley_terry,0.858,0.365,3.081
1268,100,mse,0.802,0.386,0.893
1269,100,bradley_terry,0.792,0.330,0.954
1270,100,mse,0.661,0.486,0.767
1271,100,bradley_terry,0.774,0.345,1.010
1272,100,mse,0.671,0.375,0.986
1273,100,bradley_terry,0.867,0.387,5.592
1274,100,mse,0.590,0.343,1.000
1275,100,bradley_terry,0.853,0.383,7.775
1276,100,mse,0.751,0.379,1.015
1277,100,bradley_terry,0.796,0.338,0.897
1278,100,mse,0.711,0.398,0.953
1279,100,bradley_terry,0.825,0.367,0.994
1280,100,mse,0.814,0.452,0.807
1281,100,bradley_terry,0.836,0.354,0.892
1282,100,mse,0.686,0.622,0.768
1283,100,bradley_terry,0.815,0.354,0.945
1284,100,mse,0.747,0.412,0.900
1285,100,bradley_terry,0.750,0.312,0.979
1286,100,mse,0.424,0.287,0.981
1287,100,bradley_terry,0.756,0.342,0.891
1288,100,mse,0.592,0.327,0.993
1289,100,bradley_terry,0.864,0.339,5.012
1290,100,mse,0.751,0.486,0.765
1291,100,bradley_terry,0.849,0.368,0.874
1292,100,mse,0.657,0.387,0.975
1293,100,bradley_terry,0.809,0.324,2.258
1294,100,mse,0.651,0.399,0.865
1295,100,bradley_terry,0.792,0.342,1.169
1296,100,mse,0.423,0.267,0.989
1297,100,bradley_terry,0.794,0.343,2.418
1298,100,mse,0.785,0.382,0.974
1299,100,bradley_terry,0.848,0.351,2.811
1300,100,mse,0.680,0.398,0.883
1301,100,bradley_terry,0.800,0.358,0.959
1302,100,mse,0.702,0.378,0.990
1303,100,bradley_terry,0.782,0.325,0.913
1304,100,mse,0.675,0.328,0.916
1305,100,bradley_terry,0.857,0.349,9.111
1306,100,mse,0.712,0.338,0.976
1307,100,bradley_terry,0.850,0.357,2.129
1308,100,mse,0.757,0.303,1.003
1309,100,bradley_terry,0.856,0.354,3.443
1310,100,mse,0.554,0.358,1.010
